name	O1_Tg_F_Th	O2_Tg_TR	Y1_Th_TG_f	Y2_Tg_TR	O1_E_1cm	O1_E_5cm	O2_E_1cm	O2_E_5cm	Y1_E_1cm	Y1_E_5cm	Y2_E_1cm	Y2_E_5cm	O1_S_1	O1_S_3	O2_S_1	O2_S_3	Y1_S_1	Y1_S_3	Y2_S_1	Y2_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm
Ackermannviridae sp.	0	0	0	0	0.0005	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinobacillus equuli	0.00047	0.00052	0.0013	0.00305	0.00026	0.00074	0.00015	0.00033	0.00439	0.00446	0.0011	0.00125	0.00055	0.00062	0.00163	0.00088	0.00164	0.00714	0.00113	0.00104	4.00E-05	0.00051	7.00E-05	0.00011	7.00E-05	0	0.00133	6.00E-05	0	0.00014	0.00143	0	0.00012	0.00016	6.00E-05	0.00013	0.00019	0.00026	4.00E-05	5.00E-05	9.00E-05	6.00E-05	4.00E-05	4.00E-05	3.00E-05	8.00E-05	6.00E-05	8.00E-05	8.00E-05	6.00E-05	3.00E-05	2.00E-05	0.0001	6.00E-05	5.00E-05	6.00E-05	5.00E-05	4.00E-05	2.00E-05	6.00E-05	8.00E-05	6.00E-05	7.00E-05	8.00E-05	8.00E-05	9.00E-05
Agathobacter rectalis	0.00013	0.00025	0.02088	0.00064	0.0206	0.00296	0.01241	0.03229	0.0013	0.00037	0.00188	0	9.00E-05	0	0.00013	0.00024	0.00028	0.00019	2.00E-05	1.00E-05	0.00934	0.00274	0.00962	0.01061	0.00972	0.01496	0.01315	0.039	0.01335	0.03141	0.00857	0.00662	0.00382	0.00363	0.00191	0.00922	0.00929	0.00278	0.01113	0.00688	0.00686	0.01074	0.01279	0.00904	0.01052	0.04764	0.07612	0.02798	0.04656	0.03323	0.02019	0.01571	0.0097	0.0045	0.04507	0.00433	0.00529	0.00614	0.00382	0.00696	0.00522	0.00848	0.00806	0.00581	0.00582	0.00701
Aggregatibacter actinomycetemcomitans	0.00463	0.01164	0.01012	0.03165	0.00077	0.00267	0.00106	0.00135	0.01051	0.01076	0.00286	0.00238	0.00788	0.00466	0.02129	0.015	0.00358	0.02369	0.00475	0.00413	0.00025	0.00645	0.00025	0.00073	0.00022	0.0003	0.00495	0.00029	0	0.0009	0.00432	0.00051	0.00048	0.00075	0.00022	0.0007	0.0006	0.00114	0.00021	0.00024	0.0003	0.0003	0.00023	0.00022	0.00014	8.00E-05	0.00019	0.00012	0.0001	9.00E-05	3.00E-05	2.00E-05	8.00E-05	7.00E-05	0.00013	8.00E-05	7.00E-05	8.00E-05	4.00E-05	0.00019	0.00019	0.00019	0.00022	0.00023	0.00026	0.00034
Aggregatibacter aphrophilus	0.00192	0.00269	0.00203	0.00817	0.00035	0.00135	0.00031	0.00079	0.00546	0.00524	0.00121	0.00115	0.00267	0.00162	0.00628	0.00373	0.00156	0.00883	0.00241	0.00201	0.00016	0.00229	0.00019	0.00035	0.0002	0.00011	0.00318	0.00012	0	0.00032	0.00204	0	0.0003	0.00049	0.00014	0.00039	0.00032	0.00062	0.00014	0.00018	0.00018	0.00022	0.00017	0.00017	0.00011	8.00E-05	0.00014	0.00011	9.00E-05	8.00E-05	3.00E-05	2.00E-05	5.00E-05	5.00E-05	7.00E-05	6.00E-05	5.00E-05	5.00E-05	4.00E-05	0.00015	0.00014	0.00014	0.00016	0.00017	0.0002	0.00025
Aggregatibacter sp. 2125159857	0.00052	0.0007	0.00068	0.00255	0.00015	0.00062	0.00018	0.00017	0.00212	0.00213	0.00058	0.00057	0.00093	0.00058	0.00304	0.00171	0.00055	0.00343	0.00104	0.00094	8.00E-05	0.00087	3.00E-05	0.00011	6.00E-05	0	0.00114	3.00E-05	0	0.00011	0.00068	0	0.00013	0.00015	6.00E-05	0.00016	0.00014	0.00031	4.00E-05	4.00E-05	6.00E-05	5.00E-05	4.00E-05	4.00E-05	3.00E-05	4.00E-05	4.00E-05	5.00E-05	4.00E-05	4.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	5.00E-05	5.00E-05	5.00E-05	6.00E-05	6.00E-05	6.00E-05	8.00E-05
Amycolatopsis orientalis	0	1.00E-05	0	0	0.00019	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	0	2.00E-05	1.00E-05	1.00E-05	2.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Anaerobutyricum hallii	5.00E-05	9.00E-05	0.00126	0.00023	0.00116	0.00088	0.00086	0.00428	0.00045	0.00021	0.00049	0	6.00E-05	0	6.00E-05	9.00E-05	0.00015	0.00012	3.00E-05	3.00E-05	0.00105	0.00044	0.00096	0.00091	0.00087	0.0013	0.00151	0.00322	0	0.00351	0.00106	0.00063	0.00044	0.00035	0.00024	0.00096	0.00104	0.0003	0.0011	0.00076	0.00083	0.0009	0.00095	0.00079	0.00121	0.00309	0.00785	0.00185	0.00229	0.00339	0.00272	0.00432	0.00201	0.00151	0.00253	0.00155	0.00164	0.00163	0.00128	0.00078	0.00098	0.00082	0.00169	0.00144	0.00098	0.00117
Anaerocolumna chitinilytica	2.00E-05	5.00E-05	8.00E-05	0	0.0001	0	0	0.00012	8.00E-05	4.00E-05	0.0001	0	2.00E-05	0	2.00E-05	2.00E-05	6.00E-05	4.00E-05	0	1.00E-05	7.00E-05	5.00E-05	8.00E-05	7.00E-05	7.00E-05	6.00E-05	9.00E-05	6.00E-05	0	0.00012	0.00014	0	4.00E-05	3.00E-05	3.00E-05	7.00E-05	0.0001	3.00E-05	7.00E-05	7.00E-05	7.00E-05	7.00E-05	8.00E-05	8.00E-05	8.00E-05	7.00E-05	6.00E-05	6.00E-05	6.00E-05	7.00E-05	0.0001	0.00012	0.00029	0.00017	0.00012	0.00016	0.00018	0.00019	0.00015	0.0001	0.00012	6.00E-05	0.00014	0.00018	0.00015	0.00016
Anaerolineales bacterium	3.00E-05	4.00E-05	0	5.00E-05	0.0001	0.00016	5.00E-05	0.00017	0.00014	7.00E-05	0.00036	0	4.00E-05	0	4.00E-05	5.00E-05	6.00E-05	6.00E-05	3.00E-05	2.00E-05	5.00E-05	6.00E-05	8.00E-05	6.00E-05	5.00E-05	7.00E-05	8.00E-05	9.00E-05	0	4.00E-05	0.00016	0	3.00E-05	3.00E-05	2.00E-05	8.00E-05	8.00E-05	3.00E-05	6.00E-05	6.00E-05	8.00E-05	6.00E-05	5.00E-05	5.00E-05	4.00E-05	6.00E-05	7.00E-05	7.00E-05	9.00E-05	0.00014	0.00016	0.00033	0.0002	0.00017	5.00E-05	0.00017	0.00017	0.00017	0.0002	7.00E-05	9.00E-05	4.00E-05	8.00E-05	0.0002	0.00019	0.0001
Anaeromicropila herbilytica	2.00E-05	4.00E-05	0.00011	0	0.0001	0	4.00E-05	8.00E-05	0.00017	9.00E-05	0.00015	0	3.00E-05	0	4.00E-05	4.00E-05	0.0001	9.00E-05	1.00E-05	1.00E-05	7.00E-05	7.00E-05	8.00E-05	3.00E-05	6.00E-05	0.00013	0.00013	7.00E-05	0	0.0001	0	0	3.00E-05	2.00E-05	5.00E-05	7.00E-05	0.0001	3.00E-05	5.00E-05	5.00E-05	5.00E-05	5.00E-05	5.00E-05	5.00E-05	5.00E-05	8.00E-05	6.00E-05	6.00E-05	6.00E-05	6.00E-05	8.00E-05	8.00E-05	0.00023	0.00015	0.0001	0.00017	0.00016	0.00016	0.00014	0.00014	0.00018	7.00E-05	0.00021	0.00026	0.00023	0.00024
Anaerostipes hadrus	3.00E-05	9.00E-05	0.00085	0.00018	0.0008	0.00047	0.00052	0.00166	0.00024	0.00017	0.00045	0	5.00E-05	0	6.00E-05	6.00E-05	0.00013	0.00013	3.00E-05	2.00E-05	0.00206	0.00036	0.00211	0.002	0.00211	0.00097	0.00073	0.00114	0	0.0015	0.00069	0.00067	0.00099	0.00079	0.00022	0.00246	0.00191	0.00063	0.00253	0.00263	0.00107	0.0021	0.00202	0.00279	0.00295	0.00143	0.00214	0.00098	0.00118	0.00131	0.00068	0.00072	0.00117	0.00081	0.00166	0.00087	0.00078	0.00078	0.00062	0.00056	0.00074	0.00048	0.0009	0.00111	0.00075	0.00084
Avibacterium paragallinarum	0.00038	0.00053	0.0008	0.00178	0.00016	0.00063	0.00021	0.00024	0.00363	0.0035	0.0008	0.00134	0.00048	0.00045	0.00166	0.00088	0.00087	0.00448	0.0008	0.00072	8.00E-05	0.00047	8.00E-05	0.0001	6.00E-05	5.00E-05	0.00124	5.00E-05	0	0.00015	0.00109	0	0.00016	0.00018	6.00E-05	0.00018	0.00012	0.00023	6.00E-05	8.00E-05	9.00E-05	8.00E-05	7.00E-05	6.00E-05	5.00E-05	9.00E-05	8.00E-05	0.0001	0.0001	9.00E-05	4.00E-05	2.00E-05	4.00E-05	5.00E-05	5.00E-05	7.00E-05	5.00E-05	5.00E-05	3.00E-05	9.00E-05	0.00012	8.00E-05	0.0001	0.00013	0.00011	0.00013
Bacteriophage sp.	0	0	0	0	0.0101	0.01028	0	0	0	0	0	0.00219	0	0.00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01075	0	0	0.00648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidaceae bacterium	0.00014	0.00019	0.00039	0.00021	0.0005	0.00098	0.00022	0.00058	0.00097	0.00072	0.00052	0.00031	0.00034	0.00015	0.00074	0.00055	0.00025	0.00046	7.00E-05	7.00E-05	0.00043	0.00044	0.00049	0.00035	0.00042	0.00028	0.0003	0.00041	0	0.00045	0.00038	0	0.00017	0.00012	0.0001	0.00038	0.0004	0.00014	0.00036	0.00041	0.00048	0.00039	0.00034	0.00039	0.00038	0.00043	0.00039	0.00053	0.00047	0.00049	0.0004	0.00038	0.00064	0.00054	0.00049	0.00053	0.00048	0.00053	0.00057	0.0004	0.00044	0.00032	0.00039	0.00047	0.00045	0.00039
Bacteroidales bacterium	0.00043	0.00098	0.00155	0.0007	0.00151	0.00177	0.00092	0.00202	0.00208	0.00141	0.00178	0.00096	0.00056	0.00038	0.00136	0.00196	0.00098	0.00071	0.00018	0.00017	0.02672	0.00467	0.0264	0.03168	0.02842	0.00166	0.00159	0.00191	0	0.00325	0.00201	0.00077	0.01416	0.01293	0.00178	0.03071	0.02571	0.00798	0.03201	0.04004	0.01997	0.03681	0.03245	0.04501	0.03988	0.00208	0.00202	0.00262	0.00237	0.00256	0.00233	0.0023	0.00338	0.00292	0.00292	0.00279	0.00279	0.00281	0.0031	0.00276	0.00267	0.00269	0.00248	0.00254	0.00268	0.00233
Bacteroides faecium	2.00E-05	6.00E-05	0.0001	4.00E-05	0.00013	0	6.00E-05	9.00E-05	0	0	0.00016	0	6.00E-05	0	9.00E-05	0.0001	6.00E-05	3.00E-05	2.00E-05	1.00E-05	0.00014	0.00011	0.00015	0.00013	0.00012	9.00E-05	9.00E-05	0.00011	0	0.00015	0	0	5.00E-05	4.00E-05	3.00E-05	0.00014	0.00011	4.00E-05	0.00013	0.00012	0.00019	0.00013	0.00012	0.00014	0.00013	0.00012	0.00012	0.00015	0.00013	0.00014	0.00017	0.00016	0.00017	0.00018	0.00016	0.00017	0.00016	0.00017	0.00019	0.00012	0.00015	0.00011	0.00013	0.00015	0.00015	0.00012
Bacteroides fragilis	0.00019	0.00052	0.00179	0.00346	0.00043	0.0011	0.00032	0.00081	0.0009	0.00053	0.00083	0.00047	0.00217	0.00092	0.00054	0.00065	0.0005	0.00023	5.00E-05	4.00E-05	0.00104	0.00294	0.00107	0.00126	0.00116	0.00065	0.00069	0.00097	0	0.0008	0.001	0	0.00042	0.00033	0.00021	0.00102	0.00095	0.00028	0.00097	0.00094	0.00151	0.00098	0.00079	0.00106	0.00097	0.00101	0.00102	0.00125	0.00113	0.0012	0.00132	0.00142	0.00187	0.00144	0.00088	0.00133	0.00127	0.00133	0.00156	0.00097	0.00097	0.00089	0.00092	0.00099	0.00113	0.00096
Bacteroides graminisolvens	3.00E-05	7.00E-05	7.00E-05	5.00E-05	0.00014	0	6.00E-05	0.00014	0.00017	0.0003	0.00016	0	6.00E-05	0	0.00015	0.00016	9.00E-05	8.00E-05	1.00E-05	1.00E-05	7.00E-05	8.00E-05	8.00E-05	8.00E-05	7.00E-05	2.00E-05	6.00E-05	6.00E-05	0	0.0001	0	0	2.00E-05	2.00E-05	1.00E-05	7.00E-05	4.00E-05	2.00E-05	7.00E-05	7.00E-05	0.0001	7.00E-05	6.00E-05	6.00E-05	7.00E-05	8.00E-05	6.00E-05	9.00E-05	8.00E-05	8.00E-05	6.00E-05	6.00E-05	0.00017	0.00012	9.00E-05	0.00012	0.00011	0.00013	0.00013	8.00E-05	8.00E-05	6.00E-05	7.00E-05	9.00E-05	8.00E-05	8.00E-05
Bacteroides heparinolyticus	0.00103	0.02916	0.00227	0.00096	0.00036	0.00153	0.00066	0.00116	0.00175	0.0015	0.00888	0.05653	0.00089	0.00196	0.00895	0.10675	0.00921	0.00047	0.00012	9.00E-05	0.00027	0.00086	0.00028	0.00024	0.00031	0.00036	0.00021	0.00036	0	0.0002	0	0	9.00E-05	8.00E-05	6.00E-05	0.00019	0.00023	7.00E-05	0.00025	0.00023	0.00039	0.00025	0.00022	0.00025	0.00024	0.00023	0.00027	0.00031	0.00028	0.00029	0.00027	0.00027	0.00028	0.00025	0.00021	0.00024	0.00022	0.00023	0.00025	0.00023	0.00022	0.00024	0.00021	0.0002	0.00022	0.00019
Bacteroides intestinalis	3.00E-05	5.00E-05	0	0	0.00015	0.00016	6.00E-05	0	0.00014	5.00E-05	0.00012	0	5.00E-05	0	0.00011	9.00E-05	5.00E-05	4.00E-05	1.00E-05	1.00E-05	0.0001	7.00E-05	9.00E-05	7.00E-05	6.00E-05	5.00E-05	7.00E-05	8.00E-05	0	0.0001	0	0	3.00E-05	2.00E-05	3.00E-05	9.00E-05	9.00E-05	2.00E-05	7.00E-05	7.00E-05	0.00012	7.00E-05	6.00E-05	7.00E-05	7.00E-05	9.00E-05	9.00E-05	0.00012	0.0001	0.00011	0.00012	0.00011	0.00013	0.00013	0.00011	0.00012	0.00012	0.00013	0.00014	0.00011	0.00013	9.00E-05	0.00011	0.00013	0.00012	0.00011
Bacteroides nordii	4.00E-05	6.00E-05	0.00018	8.00E-05	0.00011	0.00027	7.00E-05	0.00027	0.00026	9.00E-05	0.0001	0	8.00E-05	0	0.00012	0.00014	8.00E-05	6.00E-05	1.00E-05	1.00E-05	0.00014	0.00018	0.00014	0.00017	0.0002	0.00014	0.00013	0.00022	0	0.00028	0.00023	0	9.00E-05	6.00E-05	5.00E-05	0.00013	0.00017	6.00E-05	0.00018	0.00016	0.00024	0.00017	0.00016	0.00018	0.00017	0.00023	0.0002	0.00027	0.00025	0.00025	0.00021	0.00022	0.00063	0.0004	0.00028	0.00039	0.00036	0.00043	0.00044	0.00022	0.00021	0.00021	0.0002	0.0002	0.00022	0.0002
Bacteroides ovatus	5.00E-05	0.00019	0.0004	0.00016	0.00046	0.00106	0.0002	0.0013	0.00053	0.00032	0.00048	0	0.00013	0	0.00022	0.00046	0.00017	0.00017	7.00E-05	4.00E-05	0.00131	0.00053	0.00136	0.00117	0.00113	0.00064	0.00064	0.00089	0	0.00064	0.00059	0	0.00049	0.00038	0.0002	0.00113	0.00114	0.00026	0.00111	0.00111	0.0017	0.00112	0.00095	0.00115	0.00111	0.00107	0.00109	0.00129	0.00124	0.00129	0.00084	0.00071	0.00137	0.00133	0.00082	0.00125	0.00125	0.00123	0.00147	0.00087	0.00089	0.00077	0.00078	0.00085	0.00089	0.00075
Bacteroides salyersiae	6.00E-05	0.00012	0.00014	5.00E-05	0.00019	0.00025	0.00011	0.00027	0.00028	0.00021	0.00027	0.00028	0.00011	0	0.0002	0.00022	0.00022	7.00E-05	2.00E-05	2.00E-05	0.00031	0.00025	0.00036	0.00031	0.00032	0.00019	0.00021	0.00028	0	0.00028	0	0	0.00011	0.00011	7.00E-05	0.00024	0.00025	8.00E-05	0.00031	0.00031	0.00048	0.00032	0.00026	0.00033	0.00031	0.00033	0.00033	0.0004	0.00037	0.00038	0.00031	0.00028	0.00034	0.00031	0.00029	0.0003	0.00027	0.00029	0.00033	0.00028	0.00029	0.00026	0.00027	0.00029	0.0003	0.00026
Bacteroides sedimenti	2.00E-05	4.00E-05	8.00E-05	0	9.00E-05	0.00013	0	8.00E-05	0.00011	8.00E-05	8.00E-05	0	5.00E-05	0	0.00011	9.00E-05	4.00E-05	3.00E-05	1.00E-05	1.00E-05	6.00E-05	5.00E-05	6.00E-05	7.00E-05	5.00E-05	2.00E-05	5.00E-05	8.00E-05	0	7.00E-05	0	0	3.00E-05	2.00E-05	1.00E-05	5.00E-05	7.00E-05	1.00E-05	6.00E-05	7.00E-05	8.00E-05	7.00E-05	6.00E-05	7.00E-05	6.00E-05	6.00E-05	6.00E-05	7.00E-05	6.00E-05	7.00E-05	8.00E-05	8.00E-05	0.00012	0.0001	9.00E-05	0.0001	9.00E-05	0.0001	0.00011	7.00E-05	9.00E-05	5.00E-05	8.00E-05	9.00E-05	9.00E-05	7.00E-05
Bacteroides stercoris	6.00E-05	0.00019	0.00029	0.00022	0.0005	0.00086	0.00013	0.00055	0.00151	0.00151	0.00049	0.00052	0.00022	0.00016	0.00034	0.0004	0.00025	0.00062	7.00E-05	8.00E-05	0.00042	0.00036	0.00052	0.00033	0.00036	0.00028	0.00031	0.00043	0	0.00034	0.00041	0	0.00018	0.00013	8.00E-05	0.00034	0.00043	0.00013	0.00038	0.00036	0.00064	0.00039	0.00029	0.00039	0.00036	0.00042	0.00045	0.00056	0.00048	0.00053	0.00053	0.00052	0.00078	0.00065	0.00037	0.00062	0.00058	0.00063	0.00076	0.00044	0.00044	0.0004	0.00042	0.00044	0.00048	0.00042
Bacteroides thetaiotaomicron	0.0001	0.00025	0.00049	0.00015	0.00066	0.00054	0.00032	0.0006	0.00044	0.00037	0.00055	0.00059	0.00022	0	0.00026	0.0006	0.00028	0.00014	5.00E-05	3.00E-05	0.00112	0.00055	0.00107	0.0011	0.00094	0.00071	0.0007	0.00112	0	0.00093	0.00051	0	0.0004	0.0003	0.0002	0.00077	0.00106	0.00025	0.00101	0.00098	0.00151	0.00103	0.00081	0.00105	0.00096	0.0012	0.00115	0.00153	0.0013	0.00145	0.0017	0.00209	0.001	0.00094	0.00106	0.00089	0.00086	0.0009	0.001	0.00101	0.00098	0.00091	0.00093	0.00092	0.0011	0.00095
Bacteroides uniformis	8.00E-05	0.00045	0.0007	0.00028	0.00066	0.00138	0.00033	0.00072	0.00113	0.00067	0.00084	0.00415	0.00013	0	0.0004	0.00204	0.00027	0.0002	4.00E-05	5.00E-05	0.00075	0.00043	0.00065	0.00071	0.0006	0.00039	0.00049	0.00064	0	0.00061	0	0	0.00027	0.00017	0.00012	0.00056	0.00078	0.00015	0.00055	0.00052	0.00089	0.00056	0.00043	0.00054	0.00053	0.0006	0.00064	0.0008	0.00072	0.00077	0.00067	0.00063	0.00099	0.00084	0.00069	0.00077	0.00076	0.00085	0.00099	0.00061	0.00062	0.00056	0.00057	0.00061	0.00063	0.00055
Bacteroides xylanisolvens	0.0001	0.00014	0.00065	0.0002	0.00094	0	0.00058	0.00178	0.0008	0.00043	0.00055	0	0.00013	0	0.00028	0.00029	0.00016	0.00019	4.00E-05	4.00E-05	0.00352	0.00077	0.00338	0.00386	0.00331	0.00174	0.00163	0.00284	0	0.00148	0.00101	0	0.00128	0.001	0.00044	0.00272	0.00286	0.00075	0.00339	0.00303	0.00627	0.00316	0.00251	0.00295	0.00299	0.00318	0.00371	0.00402	0.00385	0.00377	0.00235	0.00193	0.00152	0.00146	0.00147	0.00133	0.00131	0.00133	0.00161	0.00178	0.0017	0.00163	0.00162	0.00158	0.00189	0.00165
Bacteroides zhangwenhongii	2.00E-05	3.00E-05	0.00028	0	0.00039	0	0.00019	0.00017	0.00013	0	0.00014	0	4.00E-05	0	0.0001	7.00E-05	5.00E-05	3.00E-05	1.00E-05	1.00E-05	0.00034	0.00011	0.00046	0.00036	0.00035	0.00019	0.00034	0.00039	0	0.00057	0	0	0.00014	0.00011	0.0001	0.00028	0.0003	9.00E-05	0.00034	0.0003	0.00051	0.00033	0.00025	0.00029	0.00029	0.00043	0.00032	0.00049	0.00042	0.00046	0.00038	0.00034	0.00023	0.00023	0.0006	0.00021	0.00022	0.00023	0.00037	0.00057	0.00048	0.00044	0.00048	0.00048	0.00057	0.00052
Bacteroides zoogleoformans	0.00019	0.00291	0.00033	0.0002	0.00015	0.0005	9.00E-05	0.0004	0.00045	0.00028	0.00149	0.00438	0.00026	0.00025	0.00108	0.00796	0.00143	0.00013	4.00E-05	3.00E-05	0.00027	0.00031	0.0002	0.00023	0.00026	0.00018	0.00019	0.00026	0	0.00019	0	0	0.0001	8.00E-05	5.00E-05	0.00022	0.00026	6.00E-05	0.00024	0.00023	0.00038	0.00024	0.00019	0.00025	0.00024	0.0003	0.0003	0.00039	0.00033	0.00037	0.00031	0.00028	0.00056	0.0004	0.00025	0.00039	0.00036	0.0004	0.00046	0.00025	0.00026	0.00025	0.00024	0.00024	0.00025	0.00022
Barnesiella sp. An22	5.00E-05	0.0001	0.0001	0.00013	0.00019	0.00019	9.00E-05	0.00035	0.00025	0.00017	0.00023	0.00024	9.00E-05	0	0.00021	0.00016	0.0001	8.00E-05	4.00E-05	4.00E-05	0.00029	0.00028	0.00026	0.00025	0.00025	0.00013	0.00016	0.00024	0	0.00022	0.00023	0	0.00012	8.00E-05	6.00E-05	0.00023	0.00027	7.00E-05	0.00024	0.00025	0.00033	0.00026	0.00021	0.00026	0.00025	0.00026	0.00028	0.00036	0.00029	0.00034	0.00038	0.00041	0.00048	0.00042	0.00021	0.00041	0.00038	0.0004	0.00044	0.00024	0.00026	0.00023	0.00023	0.00024	0.00025	0.00021
Barnesiella viscericola	4.00E-05	0.0001	0.00024	0.00015	0.00018	0.00024	0.00011	0.00023	0.0004	0.00025	0.00017	0	8.00E-05	0	0.0002	0.00018	0.00012	8.00E-05	4.00E-05	3.00E-05	0.00022	0.00018	0.00022	0.00017	0.00021	0.00014	0.00012	0.0002	0	0.00017	0.0002	0	8.00E-05	7.00E-05	4.00E-05	0.00013	0.00017	5.00E-05	0.00018	0.00018	0.00029	0.00019	0.00015	0.0002	0.00018	0.00018	0.0002	0.00024	0.0002	0.00023	0.00032	0.00035	0.00053	0.00043	0.00022	0.0004	0.00038	0.00041	0.00045	0.00017	0.0002	0.00016	0.00017	0.0002	0.0002	0.00016
Blattabacterium cuenoti	5.00E-05	7.00E-05	0.00013	0.0001	0.00018	0	7.00E-05	0.0002	0.00049	0.00038	0.00021	0	0.0001	0	0.00015	0.00014	0.00015	0.00017	3.00E-05	3.00E-05	0.00018	9.00E-05	0.00016	0.00013	0.00013	0.00017	0.00014	0.00015	0	0.00011	0.00025	0	7.00E-05	6.00E-05	5.00E-05	0.00019	0.00018	6.00E-05	0.0001	0.00016	0.00021	0.00012	0.0001	0.0001	0.0001	9.00E-05	0.0001	0.00012	0.0001	9.00E-05	0.00014	0.00014	0.00038	0.00019	0.00013	0.00018	0.00019	0.00017	0.00018	0.00014	0.00019	9.00E-05	0.00015	0.0002	0.00014	0.00015
Blautia coccoides	1.00E-05	3.00E-05	0	0	0.00031	0	0.00019	0.00038	0	0	0	0	2.00E-05	0	1.00E-05	3.00E-05	3.00E-05	1.00E-05	0	0	0.00025	0.00014	0.00019	0.00023	0.00022	0.00012	0.00023	0.00022	0	0.00019	0	0	8.00E-05	0.00014	6.00E-05	0.00013	0.00024	9.00E-05	0.00012	9.00E-05	9.00E-05	0.00011	0.00011	0.0001	0.00012	9.00E-05	0.00013	9.00E-05	7.00E-05	0.00011	0.00012	0.00016	0.00036	0.00019	0.00018	0.00016	0.0002	0.00022	0.00021	7.00E-05	7.00E-05	7.00E-05	0.00011	0.00011	8.00E-05	0.0001
Blautia luti	1.00E-05	3.00E-05	0.00093	8.00E-05	0.00077	0.00031	0.0005	0.0021	0.00018	0.00013	0.00053	0	1.00E-05	0	2.00E-05	2.00E-05	5.00E-05	3.00E-05	1.00E-05	1.00E-05	0.00088	0.00025	0.00084	0.00072	0.00085	0.00074	0.00136	0.00127	0	0.00231	0.00094	0.00088	0.00031	0.00027	0.00025	0.00086	0.00089	0.00025	0.0008	0.00067	0.00059	0.0007	0.00065	0.00072	0.00084	0.00149	0.00236	0.00066	0.0009	0.00142	0.00068	0.00079	0.00073	0.00084	0.00167	0.00088	0.00095	0.00093	0.00083	0.00063	0.00082	0.00071	0.00181	0.00153	0.00094	0.0012
Blautia obeum	5.00E-05	0.00014	0.00249	0.00081	0.00192	0.00086	0.00156	0.00751	0.0012	0.00015	0.00185	0	5.00E-05	0	5.00E-05	0.0001	0.00015	0.00011	2.00E-05	2.00E-05	0.00233	0.00156	0.00223	0.00234	0.0022	0.0021	0.00266	0.00421	0.0015	0.00928	0.00413	0.00211	0.00115	0.00092	0.00047	0.00252	0.00222	0.0008	0.00256	0.00217	0.00129	0.00246	0.0021	0.00252	0.00296	0.00409	0.00874	0.00188	0.00278	0.00454	0.00326	0.00387	0.00289	0.00495	0.00437	0.00549	0.00591	0.00517	0.00429	0.0011	0.00139	0.00125	0.00311	0.00261	0.00156	0.00181
Blautia pseudococcoides	1.00E-05	2.00E-05	0.0001	5.00E-05	0.00013	0	6.00E-05	0.00013	0	0	6.00E-05	0	1.00E-05	0	1.00E-05	2.00E-05	5.00E-05	2.00E-05	2.00E-05	1.00E-05	0.00019	7.00E-05	0.00018	0.00014	0.00014	9.00E-05	0.00017	0.00013	0	0.00029	0	0	5.00E-05	5.00E-05	5.00E-05	0.00017	0.00012	5.00E-05	0.00014	0.00012	0.00014	0.00014	0.00014	0.00013	0.00014	0.00013	0.00017	0.00011	0.0001	0.00014	0.00017	0.00021	0.00031	0.0002	0.00026	0.00019	0.00021	0.00023	0.00021	0.00022	0.00025	0.00014	0.00031	0.00036	0.00029	0.00033
